Ticker,RS_Rating,RS_Score,Stage,Stage_2_Confirmed,Price,MA_50,MA_150,MA_200,MA_50_Slope,MA_150_Slope,MA_200_Slope,52w_High,52w_Low,Pct_Above_52w_Low,Pct_From_52w_High,Pct_Above_MA_50,Days_Since_52w_High,Criteria_Met,Failed_Criteria,SEPA_Qualified,Quality_Score,Grade,Earnings_Growth_YoY,Revenue_Growth_YoY,Earnings_Accel_Quarters,Revenue_Accel_Quarters,Positive_Earnings_Growth_Quarters,Positive_Revenue_Growth_Quarters,Earnings_Sign_Flips,ATR_Percent,Net_Margin,Recent_Net_Margin,Prior_Net_Margin,Earnings_YoY_Series,Revenue_YoY_Series,SEPA_Failed_Criteria,Entry_Status,EMA_10,EMA_21,Pct_Above_EMA_10,Pct_Above_EMA_21,Volume_Status,Volume_Ratio,Up_Down_Volume_Ratio,Avg_Volume_50d,Earnings_Flag,Days_Until_Earnings,Next_Earnings_Date,Last_Earnings_Date,Sector
MTZ,82.0,41.81370706137305,2,True,262.1099853515625,229.66879943847655,204.56213307698567,192.26834980010986,6.5152419705160725,3.931325994485734,5.309274673707949,267.94000244140625,99.69999694824219,162.89868944292257,2.175866625633353,14.125203768383985,0,13,,True,75.0,B,68.68962620747585,21.96885587286048,0.0,0.0,1.0,1.0,0.0,4.169733361010509,2.406,4.049964859635166,2.9282747929469286,68.7,22.0,,WATCHLIST,248.62030766891695,242.44210533725902,5.425814893853925,8.112402747428574,NORMAL,1.3161058265673151,1.0558460636020437,838504.0,N/A,,,,Industrials
PKE,82.0,42.805838369262624,2,True,24.850000381469727,22.25535297393799,19.869139906565348,18.288142948150636,8.102299689672165,5.730130819045098,5.125743315233604,26.1200008392334,11.726663564251439,111.91023555263055,4.862176175186315,11.658531817357318,16,13,,True,75.0,B,87.06404565630945,20.301221543586895,0.0,0.0,1.0,1.0,0.0,4.187984901167489,13.141,17.01955806842439,10.945308162132148,87.1,20.3,,BUY_ZONE,24.35430613789511,23.996474363593194,2.035345374932766,3.5568809190215016,NORMAL,1.3326397254773117,1.152385323105837,219144.0,REPORTED,,,2026-01-13,Industrials
TATT,81.0,40.071094376268434,2,True,53.029998779296875,46.114200057983396,40.60119997660319,37.78949997901916,8.368743004680338,6.10684322683896,4.964834317528788,54.79999923706055,23.3700008392334,126.91483472379888,3.2299278876023103,14.99711306412698,9,13,,True,75.0,B,68.97033158813264,14.27618082503275,0.0,0.0,1.0,1.0,0.0,4.77223253012276,9.083,10.470422839839948,7.081242739563509,69.0,14.3,,WATCHLIST,49.95918529083356,49.806652845622466,6.146644447035737,6.4717176311070075,NORMAL,1.0179023460946266,1.018588031473327,153276.0,REPORTED,,,2025-11-12,Industrials
AXSM,81.0,39.672727656050114,2,True,183.22000122070312,166.0695001220703,136.085099995931,128.75315017700194,8.599229689479364,6.354846172827466,4.9495190035139425,191.5,86.98999786376953,110.6219171399847,4.3237591536798305,10.327303379624944,12,13,,True,75.0,B,26.89235627379957,63.21948798228365,0.0,0.0,1.0,1.0,0.0,2.836245571252325,-40.894999999999996,-27.62059043697951,-61.665489395009644,26.9,63.2,,BUY_ZONE,183.64860167929356,180.35929933419467,-0.23338073618382624,1.5861127743725298,NORMAL,1.0173486931569709,1.197463191963033,667716.0,DANGER,14.0,2026-02-23,,Healthcare
TEVA,89.0,69.77360448912296,2,True,34.470001220703125,31.29139980316162,23.254399960835773,21.66549996852875,9.516321015214906,7.5229156689595635,7.154245968670929,37.349998474121094,12.470000267028809,176.42342006874867,7.710836334875486,10.158067192699843,4,13,,True,73.0,B,321.1981566820277,11.397493497280681,0.0,0.0,1.0,1.0,1.0,3.2533458477869917,8.17,10.188919549989386,-5.131236698983211,321.2,11.4,,BUY_ZONE,34.27023890819997,33.35953479613546,0.5829031803316548,3.3287827044168004,NORMAL,1.1311644418842015,1.549763548016519,10499004.0,REPORTED,,,2026-01-28,Healthcare
TBPH,88.0,61.81928103864544,2,True,19.5,19.115400009155273,15.5760666847229,14.21914999961853,5.165748973415931,6.283479977865457,6.339219227396523,21.030000686645508,7.900000095367432,146.83544005822,7.2753239975740485,2.0119902835437586,12,13,,True,73.0,B,128.46905024413294,18.508418306853216,0.0,0.0,1.0,1.0,1.0,4.1435912415221505,36.530998,18.084042021010504,-75.27863410007114,128.5,18.5,,BUY_ZONE,19.79274465707471,19.65148102203993,-1.479050339640852,-0.7708376883657729,NORMAL,1.0972454387025643,0.9920545746388443,449872.0,REPORTED,,,2025-11-10,Healthcare
AMRX,84.0,48.18545778228852,2,True,14.520000457763672,13.032200031280517,10.844733346303304,10.048875007629395,5.463685319796499,5.693134861448947,5.034992953025152,15.0,6.684999942779541,117.20270130213993,3.1999969482421875,11.416341238716901,7,13,,True,73.0,B,1618.5897435897434,11.679535580268425,0.0,0.0,1.0,1.0,1.0,3.3382512676155294,0.201,0.3019707767748909,-0.02220741727737064,1618.6,11.7,,BUY_ZONE,14.236774587708574,13.847341211027736,1.9893963222514122,4.857677993810423,NORMAL,0.8878852411301712,2.7433206402878816,2604278.0,CAUTION,18.0,2026-02-27,,Healthcare
CMC,83.0,46.01890601353083,2,True,82.97000122070312,72.50283660888672,61.955580927530924,58.3565140914917,8.73840358541232,4.887819504949734,4.811072924992258,84.12000274658203,37.5826468669009,120.76678503922761,1.3670963960181672,14.43690357700216,3,13,,True,73.0,B,200.89006248648406,11.033974618794911,0.0,0.0,1.0,1.0,1.0,3.1465751179620844,5.465,8.361147701724326,-9.201812733752897,200.9,11.0,,BUY_ZONE,80.35661101436612,77.83121785334596,3.2522404483556193,6.60247071687861,NORMAL,0.8528987250420976,0.9511525795828759,1163960.0,CAUTION,38.0,2026-03-19,,Basic Materials
TECK,81.0,40.25722634158201,2,True,57.849998474121094,49.096200180053714,42.05334061940511,40.85779938697815,8.739412796436898,3.767345936306036,4.036236261562644,60.709999084472656,28.191800381709044,105.20150430567894,4.710921847276133,17.829889608491087,7,13,,True,73.0,B,140.2002861230329,18.439468159552135,0.0,0.0,1.0,1.0,1.0,5.321644599450182,11.9799994,8.301329394387,-24.45766270118964,140.2,18.4,,BUY_ZONE,55.51187670608622,53.81911351226344,4.211930683616262,7.489690369833308,NORMAL,1.194015634369856,1.0812178438958242,4472454.0,N/A,,,,Basic Materials
RGLD,86.0,53.89721236716363,2,True,279.2099914550781,240.68679077148437,199.0686073811849,193.57524406433106,13.587568735422828,5.284607665415724,4.351059430416557,306.25,141.5828912365108,97.20602469451242,8.829390545280612,16.00553173695722,7,13,,True,72.0,B,31.776147627854783,30.04122020047772,0.0,0.0,1.0,1.0,0.0,5.143082253468865,42.476,50.31340749321611,49.65099542399026,31.8,30.0,,BUY_ZONE,270.4639778548702,265.8076661545687,3.2337073755903183,5.042113906796004,WEAK,1.0441303251622558,0.7757380535401551,983632.0,DANGER,9.0,2026-02-18,,Basic Materials
